tool_zh,tool_en,url,industry,quality,competitor,competitor_url,match_type,suggest_platform
Protobuf Parser,Protobuf Parser,https://chenguangwu.github.io/tools/it/protobuf-parser.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Python Format,Python Format,https://chenguangwu.github.io/tools/it/python-formatter.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
QR Code Beautify Generator,QR Code Beautify Generator,https://chenguangwu.github.io/tools/it/qr-beautify.html,it,A,QR Code Generator,https://www.qr-code-generator.com,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
RAG Recall,RAG Recall,https://chenguangwu.github.io/tools/ai/rag.html,ai,A,行业资源页（AI工具清单）,"Google 搜: ""best free online ai tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
REST API Design Quick Reference,REST API Design Quick Reference,https://chenguangwu.github.io/tools/it/rest-api-cheatsheet.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Random Port Generator - Batch Generate 1024-65535 Random TCP / UDP,Random Port Generator - Batch Generate 1024-65535 Random TCP / UDP,https://chenguangwu.github.io/tools/it/random-port-generator.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Random String Generator,Random String Generator,https://chenguangwu.github.io/tools/it/random-string.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Random Token Generator,Random Token Generator,https://chenguangwu.github.io/tools/it/token-generator.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
ReLU and LeakyReLU,ReLU and LeakyReLU,https://chenguangwu.github.io/tools/ai/relu-leakyrelu.html,ai,A,行业资源页（AI工具清单）,"Google 搜: ""best free online ai tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Regex Expression Test,Regex Expression Test,https://chenguangwu.github.io/tools/it/regex.html,it,A,Regex101,https://regex101.com,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Regex Tester,Regex Tester,https://chenguangwu.github.io/tools/it/calc-6.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Regex Visualization,Regex Visualization,https://chenguangwu.github.io/tools/it/regex-visualizer.html,it,A,Regex101,https://regex101.com,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Robots.txt Generator,Robots.txt Generator,https://chenguangwu.github.io/tools/it/robots-txt-generator.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Roc Auc,Roc Auc,https://chenguangwu.github.io/tools/ai/roc-auc.html,ai,A,行业资源页（AI工具清单）,"Google 搜: ""best free online ai tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Roman Numeral Converter,Roman Numeral Converter,https://chenguangwu.github.io/tools/it/roman-numeral-converter.html,it,A,Roman Numerals Converter,https://www.rapidtables.com/convert/number/roman-numerals-converter.html,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
SQL Format,SQL Format,https://chenguangwu.github.io/tools/it/sql-formatter.html,it,A,SQL Formatter / FreeFormatter,https://www.freeformatter.com/sql-formatter.html,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
SQLite Runner,SQLite Runner,https://chenguangwu.github.io/tools/it/sqlite-runner.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
SVG Placeholder Image Generator,SVG Placeholder Image Generator,https://chenguangwu.github.io/tools/it/svg-placeholder-generator.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Sentiment Analysis,Sentiment Analysis,https://chenguangwu.github.io/tools/ai/sentiment-analysis.html,ai,A,行业资源页（AI工具清单）,"Google 搜: ""best free online ai tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Shell Script Format,Shell Script Format,https://chenguangwu.github.io/tools/it/shell-script-formatter.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Sigmoid Output,Sigmoid Output,https://chenguangwu.github.io/tools/ai/sigmoid.html,ai,A,行业资源页（AI工具清单）,"Google 搜: ""best free online ai tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Sitemap Generator,Sitemap Generator,https://chenguangwu.github.io/tools/it/sitemap-generator.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Softmax Probability,Softmax Probability,https://chenguangwu.github.io/tools/ai/softmax.html,ai,A,行业资源页（AI工具清单）,"Google 搜: ""best free online ai tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Speech Timer Device,Speech Timer Device,https://chenguangwu.github.io/tools/biz/presentation-timer.html,biz,A,行业资源页（商业工具清单）,"Google 搜: ""best free online biz tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Speech to Text,Speech to Text,https://chenguangwu.github.io/tools/ai/speech-to-text.html,ai,A,行业资源页（AI工具清单）,"Google 搜: ""best free online ai tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
String Obfuscation Obfuscator,String Obfuscation Obfuscator,https://chenguangwu.github.io/tools/it/string-obfuscator.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
TOML Format,TOML Format,https://chenguangwu.github.io/tools/it/toml-formatter.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
TOML to JSON Converter,TOML to JSON Converter,https://chenguangwu.github.io/tools/it/toml-to-json.html,it,A,JSON Formatter / jsonformatter.org,https://jsonformatter.org,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
TOML to XML Converter,TOML to XML Converter,https://chenguangwu.github.io/tools/it/toml-to-xml.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
TOML to YAML Converter,TOML to YAML Converter,https://chenguangwu.github.io/tools/it/toml-to-yaml.html,it,A,YAML Validator / Convert,https://www.json2yaml.com,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Temperature Scaling Logits,Temperature Scaling Logits,https://chenguangwu.github.io/tools/ai/temperature-scaling.html,ai,A,行业资源页（AI工具清单）,"Google 搜: ""best free online ai tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Temperature Scaling Softmax,Temperature Scaling Softmax,https://chenguangwu.github.io/tools/ai/softmax-2.html,ai,A,行业资源页（AI工具清单）,"Google 搜: ""best free online ai tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Text Summary,Text Summary,https://chenguangwu.github.io/tools/ai/text-summarization.html,ai,A,行业资源页（AI工具清单）,"Google 搜: ""best free online ai tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Text Whitespace Cleaner,Text Whitespace Cleaner,https://chenguangwu.github.io/tools/it/whitespace.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Text to ASCII Converter,Text to ASCII Converter,https://chenguangwu.github.io/tools/it/text-to-ascii.html,it,A,ASCII Table / RapidTables,https://www.rapidtables.com/computer/basic/ascii-table.html,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Text to Unicode Codepoint,Text to Unicode Codepoint,https://chenguangwu.github.io/tools/it/text-to-unicode.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Token Quantity Estimate,Token Quantity Estimate,https://chenguangwu.github.io/tools/ai/token.html,ai,A,行业资源页（AI工具清单）,"Google 搜: ""best free online ai tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Triangle Calculator,Triangle Calculator,https://chenguangwu.github.io/tools/it/triangle-calculator.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
TypeScript Compiler,TypeScript Compiler,https://chenguangwu.github.io/tools/it/typescript-compiler.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
URL Parameter Parser,URL Parameter Parser,https://chenguangwu.github.io/tools/it/url-params.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
URL Slug Generator,URL Slug Generator,https://chenguangwu.github.io/tools/it/slugify.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
URLParser,URLParser,https://chenguangwu.github.io/tools/it/url-parser.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
User-Agent Parser,User-Agent Parser,https://chenguangwu.github.io/tools/it/user-agent-parser.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
WiFi QR Code Generator,WiFi QR Code Generator,https://chenguangwu.github.io/tools/it/wifi-qr-generator.html,it,A,QR Code Generator,https://www.qr-code-generator.com,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Word Embedding Cosine Retrieval,Word Embedding Cosine Retrieval,https://chenguangwu.github.io/tools/ai/ai-14.html,ai,A,行业资源页（AI工具清单）,"Google 搜: ""best free online ai tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
XML Format,XML Format,https://chenguangwu.github.io/tools/it/xml-formatter.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
XML Validator,XML Validator,https://chenguangwu.github.io/tools/it/xml-validator.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
